218.0 178.0 9 0.11111111 0.0 0.8333327 0.54772234 1.1111094 0.5443307 59.62963 52.444443 75.22222 51.22222 -21.555555 46.77778 -25.222221 75.22222 0.31899637 -2.0405545 6
113.0 130.0 9 0.0 0.0 0.27777776 0.25092423 0.33333328 0.3651483 0.8888889 0.0 2.5555556 0.11111111 -2.6666667 5.0 -2.3333333 2.5555556 1.0 -2.123254 3
202.0 41.0 9 0.0 0.0 0.9444478 0.7722018 1.111112 1.0255967 123.03704 111.888885 139.77779 117.44444 -33.444443 50.22222 -16.777779 139.77779 0.19934683 -2.2999177 2
32.0 173.0 9 0.0 0.0 1.7222217 1.7815932 9.0 6.749488 43.592594 39.555557 52.88889 38.333336 -12.111111 27.88889 -15.777778 52.88889 0.26691392 -1.9988575 6
61.0 197.0 9 0.0 0.0 1.4444441 1.5153533 2.6111107 1.9254634 49.592594 44.22222 61.555557 43.0 -16.11111 35.88889 -19.777779 61.555557 0.30292457 -2.0222743 6
149.0 185.0 9 0.0 0.0 1.5555553 1.0680546 3.0555553 1.9254627 49.333332 45.333332 59.555557 43.11111 -12.0 30.666666 -18.666666 59.555557 0.2758892 -1.9527698 6
197.0 229.0 9 0.0 0.0 1.3888885 1.5740727 1.1666662 0.5666664 17.74074 14.111111 17.88889 21.222221 -10.888889 0.44444445 10.444445 21.222221 0.3357168 2.651605 7
29.0 111.0 9 0.0 0.0 0.38888884 0.24074061 0.6111111 0.15185188 5.4074073 6.888889 6.3333335 3.0 4.4444447 2.7777777 -7.2222223 6.888889 0.56415343 -0.89785874 1
1.0 81.0 9 0.0 0.0 12.166667 267.45554 9.222222 205.36296 21.333334 14.0 30.555555 19.444445 -22.0 27.666666 -5.6666665 30.555555 0.5952822 -2.438409 3
69.0 85.0 9 0.11111111 0.0 3.1111114 8.207409 3.944444 9.440739 21.444445 20.444445 28.11111 15.777778 -3.0 20.0 -17.0 28.11111 0.43740398 -1.6598793 1
152.0 83.0 9 0.0 0.0 4.444444 1.3277657 0.94444436 0.6804135 26.518518 23.333334 33.22222 23.0 -9.555555 20.11111 -10.555555 33.22222 0.30741498 -2.0632424 4
