   3.3150000e-01	   2.1560000e-01	   6.8020000e-01	   1.4340000e-01	   6.8250000e-01	   2.7200000e-01	   6.2230000e-01	   2.0920000e-01	   7.9610000e-01	   1.5300000e-01	   5.8560000e-01	   2.5730000e-01	
   9.3900000e-02	   1.0089000e+00	   3.6500000e-02	   6.9440000e-01	   9.0800000e-02	   4.9610000e-01	   7.2200000e-02	   6.5210000e-01	  -1.3000000e-02	   6.0850000e-01	   6.3100000e-02	   6.5970000e-01	
   5.1840000e-01	   2.2830000e-01	   5.3000000e-01	   6.8840000e-01	   7.4560000e-01	   6.1710000e-01	   6.1360000e-01	   5.9280000e-01	   7.6780000e-01	   6.1300000e-01	   6.7050000e-01	   5.2020000e-01	
   4.2080000e-01	   6.7400000e-01	   1.6510000e-01	   7.5920000e-01	   1.8100000e-01	   5.4480000e-01	   1.7070000e-01	   7.5540000e-01	   1.6350000e-01	   5.4920000e-01	   2.5980000e-01	   6.4550000e-01	
   3.1300000e-01	   6.4650000e-01	   5.9080000e-01	   6.9240000e-01	   7.6640000e-01	   6.2620000e-01	   1.7177000e+00	   1.5000000e-02	   8.5100000e-02	   1.9046000e+00	  -1.6500000e-02	   2.2100000e-02	
   1.1458000e+00	  -4.6700000e-02	   4.0560000e-01	   5.6620000e-01	   3.1230000e-01	   4.5800000e-01	   3.6360000e-01	   6.1340000e-01	   3.3050000e-01	   4.1320000e-01	   4.1670000e-01	   5.5140000e-01	
  -1.9000000e-03	   1.7320000e-01	   5.7000000e-03	   4.8820000e-01	   2.0760000e-01	   3.9100000e-01	   8.6000000e-03	   1.7198000e+00	   2.1500000e-02	  -2.5800000e-02	   6.7300000e-02	  -8.2900000e-02	
   7.8000000e-03	   4.6150000e-01	   1.1810000e-01	   6.5900000e-01	   2.5870000e-01	   6.3520000e-01	  -1.9100000e-02	   1.7491000e+00	   1.0980000e-01	  -1.3150000e-01	   4.0700000e-02	  -4.8500000e-02	
   7.3050000e-01	   1.1890000e-01	   1.0626000e+00	   1.0130000e-01	   1.1385000e+00	   1.4860000e-01	   1.7631000e+00	  -4.1600000e-02	   2.0731000e+00	  -8.7200000e-02	  -4.3900000e-02	   5.3000000e-02	
   6.1990000e-01	   4.7790000e-01	   9.5280000e-01	   7.4630000e-01	   9.7410000e-01	   8.6330000e-01	   1.6771000e+00	   6.2000000e-02	   2.0271000e+00	  -3.0100000e-02	   1.5100000e-02	   1.7147000e+00	
   1.1308000e+00	  -2.8600000e-02	   1.0005000e+00	   7.3870000e-01	   8.3900000e-01	   1.8740000e-01	   1.0848000e+00	   6.3740000e-01	   8.5340000e-01	   1.3730000e-01	   1.0422000e+00	   6.8360000e-01	
   5.0930000e-01	   6.0380000e-01	   2.8740000e-01	   8.1620000e-01	   2.2670000e-01	   6.1810000e-01	   2.6460000e-01	   8.4900000e-01	   3.3650000e-01	   4.6480000e-01	   2.8150000e-01	   8.2540000e-01	
   7.6000000e-02	   5.0100000e-01	   1.8700000e-01	   7.0110000e-01	   1.7280000e-01	   8.4750000e-01	   2.3000000e-01	   6.5360000e-01	   1.6160000e-01	   8.7320000e-01	   1.6030000e-01	   7.3310000e-01	
   4.6620000e-01	   1.2090000e-01	   7.6570000e-01	   1.3900000e-01	   8.8860000e-01	   1.3040000e-01	   1.6940000e+00	   4.5300000e-02	  -1.1700000e-02	   2.0111000e+00	  -1.9400000e-02	   2.1700000e-02	
